ax-0,ay-0,omega-0,ax-1,ay-1,omega-1
-0.0008388321731975542,0.0005471298239434488,0.00022368790867119713,-3.18856945538373e-05,0.0005125802973167239,0.000506707119204666
-3.255445318079657e-08,-3.4267836524858466e-05,0.00033408119114572025,-0.00032314786617415603,0.00030712417834814564,3.091771195015295e-05
-1.6611843479733136e-09,-6.64473656512327e-06,0.00021181708983727225,-0.00033352270774406935,0.00025839016725236414,8.021496435505146e-05
-0.0026431472167007253,0.004185097719325255,-0.004313113398143886,-0.0015968191753451544,0.003700766191758187,-0.001975675709406377
-0.0012718147608361788,0.004891238345273478,-0.0048309321711678364,-0.002610141380045129,0.004858060593741004,-0.0017766198601042325
-0.0010351357177628456,0.006316449353692077,-0.004966710399057138,-0.003984368038578315,0.0063303554613868395,-0.0018537132204748158
-0.0028446823522817874,0.007604294494711503,-0.005734275219245714,-0.005792492524790766,0.008278703343037179,-0.001215444542965621
-0.0009800425695427606,0.0022824668451920625,-0.0009699075749665387,-0.003510236075927875,0.001710536744071317,-0.0013065275178136826
0.0005094865874589862,0.0032321410582470023,-0.0018212073436798784,-0.0025047454879788423,0.002094702731373416,-0.0013998062415001814
-0.0003127596860286979,0.0037679070839241814,-0.002770352611721721,-0.002439768041040402,0.003449214140202209,-0.001249315081376458
-0.0005186347833404483,0.004693878335957082,-0.0037066525216743708,-0.003265614144884904,0.004345726043799175,-0.0018388767686675223
-0.0015673827489168235,0.0007812296551069616,0.0015386937961305025,-0.0005651946147905429,0.000590128745276558,-0.0006948141012819153
-0.0006948056936585524,0.00014166605254250185,0.0010971301385489147,-0.0004995492630018491,0.0007899355439859127,-0.0002815489390609975
-4.799078216171411e-06,0.0004191151521100299,0.0004284977436664577,0.0003412333422214697,0.000434887702007685,-0.000546976176429451
-0.0005322647991099961,0.00039264386053206534,0.0002959692830086908,9.097267301606596e-05,0.000435360709358965,-9.153607902212535e-05
0.0005049905701381974,0.0038518521106716344,-0.004029884267904571,-0.0029163244417568235,0.004765065312339195,-0.0017991405309794595
0.0002461305551068913,0.004982958305874526,-0.0045447039547292295,-0.0030946029919894555,0.005168462217913474,-0.0010099602362047112
-0.00075539856500154,0.005942648419016398,-0.005208745892047133,-0.004713690242146613,0.006470116913790145,-0.0014419545247220031
-0.0020582798606411977,0.007578721804406238,-0.005797386326655244,-0.006594116532788653,0.008372739211567372,-0.0015755557450574343
0.00024283329227992034,0.0029648892728622285,-0.0019905168286080133,-0.0015676054011676266,0.0028794169943148484,0.0009024104517113551
-4.7401564318767025e-05,0.0032277329793582877,-0.002109901983310711,-0.00237261543249249,0.0030179812313032204,-0.0007541110236726952
-0.00029168370233431266,0.003687407409439137,-0.003006134364648218,-0.002293910200048702,0.003483878072085833,-0.0012706108801496807
-0.0009314583804586578,0.004693759479186748,-0.0037273050881624884,-0.0030888545670565135,0.004697823349335857,-0.0012513610351159049
-2.276567212522451e-06,0.000529430973824572,8.059262487578045e-05,-0.0006758387906952157,0.00030228002825469225,0.001632611560199726
0.0009657951902201459,0.0006034543673828691,-0.00048277167290068494,0.00036160744734053333,-0.0005075897827826963,-0.00018560544842110497
0.00017761055152007037,0.00018478238323349958,-0.00016988702918151782,4.3276437830134085e-06,-6.950069058657218e-05,4.0335016051369034e-05
6.572688228766385e-05,4.0381514269804664e-05,-0.0003989959300235303,0.0001462509644530114,0.00010235749986340827,0.0003209718498384689
-0.0020994218563746836,0.005265153327057276,-0.0021842741336000615,-0.004302887801822808,0.004719799096660621,-0.001772106926485606
-0.0012826671969125138,0.005671828681167824,-0.003996363528850478,-0.0035237967875239523,0.0049593722807420955,-0.0029794775644310777
-0.0016247158340048401,0.006362618850467636,-0.004991698365961116,-0.004536342763289403,0.006361023467044147,-0.0023872825843215422
-0.0030101396081327306,0.00782929071278724,-0.005554150499262626,-0.006541125897888864,0.008603585128163694,-0.0015395360490640182
-0.00036237026561358743,0.0025149160833176356,-0.0012395137669700407,-0.0007351102417688105,0.0020682362979022872,-0.00043566777001985413
-4.119177447593615e-05,0.0031972119549995874,-0.0024847289301571035,-0.000595411345030408,0.0021926430634724684,-0.0003735091265506036
-0.0008847088616247596,0.003922054762074919,-0.0028301286795197134,-0.0015602050362336797,0.0031951216415911287,-0.0014558337364899737
-0.0011219863499784281,0.004675806080947008,-0.0032561847373516048,-0.002769807651430072,0.004445048049341769,-0.001275656136943897
0.000935530194624834,-0.0004986823128349894,0.0010984370742740668,-0.0011713032090493458,0.00018291119100247166,0.00025524897864781515
0.00027488342779460575,-0.00040198610702409364,8.11117518058809e-06,-0.0003165474424218464,0.0004983051052713053,-0.0002808277517597614
0.000535673926355118,3.8437471748357715e-05,3.206718266122811e-05,-0.0002912366547984181,0.00013699512900874504,-0.0005891458700712267
-6.598649621305051e-05,-7.164437563376847e-05,-4.874512796912861e-05,-0.00041073758805243443,0.00014483477733587415,-0.000532816903676739
-0.0017161151296407606,0.004346293274652049,-0.004336515871176255,-0.0012336544831098584,0.0046320334315883005,-0.001386994231362959
-0.0006051585498668811,0.005080943023485187,-0.00466270984956126,-0.002457519990891857,0.005095450535161361,-0.0012737004038852905
-0.0015737161383874312,0.00619561045711467,-0.004580960028238513,-0.004481773826790968,0.006154219679827683,-0.0014693863031362791
-0.0027055340988942737,0.007927549870807732,-0.00532399771388014,-0.006103114808684482,0.008222292758667399,-0.0011696187337539854
0.0018627139284910221,0.001248456797448453,-0.0024097238841176705,-0.0007238965439096412,0.002705537751959697,-0.00041899496238534395
0.00043823892400170666,0.002556641430291381,-0.0018558820586726964,-0.0016778598995983687,0.002959436097368003,-0.0004215652147859177
3.120682124816262e-05,0.0038477568271771995,-0.002422254611203093,-0.002376507790397394,0.0034422305029632727,-0.000874410860496333
-0.0005745797811531734,0.004816475811675912,-0.003046833084739321,-0.0031033473649130635,0.004482321529084887,-0.0012698358192292662
-0.002500893022824857,-0.00033074839255733816,-0.0003013065242030155,0.00126812373108659,-0.001081558714526032,0.000639016179304619
0.00013880688893050695,6.833326773339688e-05,-0.0001959265236393485,0.0013253049406864508,-0.0007256922285438074,0.0007611111037746859
-0.00035753178430155053,0.00011785628721612005,-0.0002170276758534492,0.0003901886751299972,-0.00036536668503173164,0.0005313644407256568
-0.00046062999986113144,5.184196701765964e-05,-1.2964611862135331e-05,0.00014428386528086393,-0.00042036151963464885,0.00025326384348483817
0.0001851498066737789,0.003957748663247288,-0.0033505994969408592,-0.003962657728590058,0.004530523453321472,-0.0016829048492400522
3.013941676479861e-06,0.004763894922462282,-0.0047581673829868686,-0.0038348297249758533,0.005373057739441189,-0.002387217014969566
-0.0005943006700469862,0.006283654984253821,-0.004816911624611857,-0.005049044032921184,0.0067376894670704525,-0.0019945933171109215
-0.002356410390839874,0.007544462736923531,-0.005581654047849622,-0.006646351794643626,0.008681882341408693,-0.0016086103984519777
0.0021438558343231384,0.0023469493184894957,-0.0026070271837153047,0.0002575853611311296,0.0020913640971439995,0.0013308959311911228
0.0012123194034485696,0.0031659871242956583,-0.00215256849796693,-0.0012107073219679175,0.0019631773495454308,-0.001492958155534395
-0.0002299051573482837,0.0037686562105684793,-0.0028573343041864746,-0.0017009916149600996,0.0033638211324400957,-0.0014131167468559422
-0.0002619529723500932,0.004711189402768205,-0.003199551117409532,-0.0028049356800578136,0.004601729575530748,-0.001156206644434715
0.0015609534438215666,-0.00044187139136293494,0.0013579813072234215,4.8689586529260254e-05,0.00012905531657572689,0.00028634286267786857
-0.00013888902499697368,-2.7222222176199044e-06,-1.7371812147732373e-05,0.0011066907496495551,0.0002925648763853668,-0.0001665799430431806
0.0005348964012413804,-0.00017218491002457363,0.00010666510841052444,0.0006742951881101776,0.0006909659530473273,0.00022741211349557627
-3.9425721021224547e-07,-0.00010109108019223951,0.00014786022785610205,0.0005344147036450961,0.00031898507379142586,-0.00032776484109714747
0.0017203859997982907,0.004415440186053151,-0.0022768398920715305,-0.004363254367110991,0.005652320097557922,-0.0004904868245239613
-0.0005772204113420178,0.0048529190125836215,-0.004036773263621816,-0.003368799900775753,0.005541491244319253,-0.0017243057133489417
-0.0010841105657058028,0.006063709597352936,-0.005155910368893108,-0.004435992760517696,0.006671613389851568,-0.0015621919784595103
-0.002210786817674907,0.007903374132532037,-0.0052983387008196554,-0.006541928586348424,0.008502336314851205,-0.0016917059845350231
-0.0012754991164931617,0.001776194094622415,-0.0030260736790729825,-6.188410638097164e-06,0.0005125636755830276,-0.002791332492667331
-0.001117668368642392,0.002803065883938501,-0.002111561359832703,-0.0015228228521081534,0.0023840677183883325,-0.0009202057878404051
-6.697006559031049e-05,0.003484961720396209,-0.0027521618258183334,-0.002085125317199954,0.002940982008099724,-0.0014501813327187443
-0.0008626236718253068,0.004520975875784168,-0.0035472248595205666,-0.002915906289951975,0.004023772745900822,-0.0019739869847382333
0.0015620128053089877,-0.0002498431166465521,0.0004398938120986351,-0.0004679187147263453,0.0007895829188427073,-0.0004482127564722771
0.0005555096555716806,5.0999972460070265e-05,-0.0001388005781653249,8.010432264418356e-05,0.00025930949981865944,-0.00014785116581964944
-8.035695125181113e-10,5.3571427769163246e-06,1.0582038360652999e-05,-0.0003038611424778713,0.00040528622465900243,-0.00012530530759629382
6.577254737341171e-05,-2.115788570935869e-05,-0.0003245907857196987,0.00019094337234886418,0.00040081432016155595,-7.292035500135843e-05
-0.002360649891570976,0.004590496939427393,-0.0036555068095578402,-0.0015340192268537,0.002866034206225332,-0.002955922595603011
-9.264211682976271e-05,0.005361241487748901,-0.004548823993337349,-0.0025588663939886866,0.004636914572427813,-0.002282707044221066
-0.0012139011196906793,0.00650488982253708,-0.004958472517812919,-0.003860650265113952,0.006320347200584391,-0.0018398024313530184
-0.0028582592532478443,0.007691879346267726,-0.005959946753009879,-0.005746554812814299,0.008380026087088622,-0.0013732629187485955
-0.0015791248846805384,0.0014306161398158707,-0.0019338132159450738,-0.0011630629317485597,0.0021430181360616862,-0.0029416828963083064
-0.0008115982102269776,0.0025292665736358477,-0.0023309614799460476,-0.0013334105927989251,0.0027461527043871736,-0.0018428918172793314
-0.00015243498782679943,0.003456663945974014,-0.002665459065159803,-0.0018794044986768827,0.0034344535568979684,-0.0014323437163109892
-0.0009551559300026801,0.004582008232649281,-0.0034677805111977588,-0.0028865451632948138,0.004546583628691071,-0.001405114052939252
0.00249935136827778,-0.0002882802770517351,0.0004366043775648476,-0.0008304709602988125,0.00040544384503904407,0.0008484993041305011
0.0006856072681403634,-0.0007041205051834026,0.0002493531338431603,-0.0004975589477559014,-0.0005345312142280351,-0.00033106858163576034
-9.24777047439651e-05,-0.00033422967741390683,-0.00020675505732283193,8.623781282531986e-05,-0.000140270645499723,-0.00012509895586693926
0.0005237253197728906,-0.00026432518064460034,-0.00025497808608139564,7.927758569643912e-05,2.5629528571803983e-05,0.00013723355038610196
-0.0007932475845143228,0.004571376824750808,-0.0030577192113231955,-0.0033838325876403563,0.005281406417100704,-0.0003141674295784047
-0.001142874175895524,0.004920713198013099,-0.004325426760902319,-0.003813363157424544,0.00569400308531186,-0.0011896101214751524
-0.001641187939252101,0.006105088030945943,-0.004936796573842629,-0.004900804590321098,0.0067115280252733256,-0.002198721012916912
-0.002541403871396032,0.0079056307502652,-0.005737340381390282,-0.0066434444530824146,0.008562347841588061,-0.0012187500536597312
0.0021456504432429413,0.002298206943846489,-0.002325656721448993,-0.0006712969959979387,0.0026456585026958523,-0.000388419522913408
0.00014985622718658811,0.0026426856785607073,-0.002169591186159608,-0.0022462111657350903,0.0028667827896520595,-0.0011428181218421497
-0.00031660124460192965,0.0033051885387297537,-0.0033202660936809286,-0.0021021767319781164,0.003836932678761721,-0.0009157322249435186
-0.0002286569021085103,0.0044267069228984355,-0.003938137405846318,-0.0030500917873029602,0.004641284169360596,-0.0015754538213423523
-0.0009396528001387461,0.0005187440439059095,-0.0009530830470325102,0.0012536013974592808,0.0011144996957222764,0.001521995839207091
-0.0005585012560081913,0.00040351344193374967,-0.00027094323998740527,-0.00015847696007955904,0.00012286350397257748,-7.052632150506e-05
-0.0002703174435026672,0.00029641495763994705,6.186609862298845e-06,3.5701912973592646e-06,0.00045529344281805946,0.00035724493290772194
6.146034328252962e-05,0.0003408580827497237,0.00017629908585196845,-0.00020220135437354933,0.00023350129203499707,0.0003210678226661072
-0.001049946521454459,0.0037002399358054914,-0.003170991955819824,-0.0034624020834178593,0.003432187296644601,-0.002884740380411366
-0.0005809531125271988,0.0048985013937650305,-0.004097327309932989,-0.003250451206748828,0.004801289692921151,-0.00204065429177453
-0.0014475439534414722,0.00629973960100305,-0.005270620772128817,-0.004189822437453139,0.006021535034081922,-0.0023233374322968936
-0.0026530039952413938,0.007659545720655062,-0.0052600623212479295,-0.006589971194281256,0.008166986840646663,-0.0019050451096449656
0.00027217636831833314,0.002267076762152225,-0.0013637254161896761,-0.0022810298426143016,0.0016354069888348255,-0.0033830136564189095
-0.00013372424598509823,0.0027427503486035904,-0.0024333985491173074,-0.0014067305243941558,0.0021363666891125207,-0.0021802810772538392
-0.0009635426964618324,0.003425548601165905,-0.002533744181948207,-0.0024736457318497956,0.003516875655157546,-0.0012671491587520503
-0.001252716101480577,0.004450010446555725,-0.003315610563271074,-0.0033196556724492485,0.004318879918178025,-0.0013587781344292476
0.0015621736002835451,-0.00020399965184014649,3.6228587498021714e-05,0.0003813118391454706,0.001045474133681834,-0.00023296681538748087
-0.00027798585876413913,-0.00010670806282782662,7.538743664819375e-05,4.336929531858738e-05,-0.00033012679620525454,-0.0006112686029630727
-0.00035904964376466875,-0.00025766916454561664,0.00011547007349990304,-0.00024264288096225478,0.0002916210668670633,3.9616227968743344e-05
0.0003288345646320459,-5.502616162409135e-05,-0.000258948365113105,2.694027486474077e-07,0.00027838194150011183,6.909740736307936e-05
-0.0011414146119520518,0.005031927930039088,-0.0035447143506353584,-0.0037193426892304093,0.003322013351337444,-0.0024835588650143348
-0.0010587221941329686,0.005236505366715149,-0.004869522149295961,-0.002821860045012133,0.004809896422901095,-0.002633593702878868
-0.0014096417254642693,0.0065154633175066945,-0.005212804654601356,-0.004560656012877632,0.006204940175714792,-0.0025385054125752282
-0.0031341253127875903,0.007839055430137597,-0.0056913786160981885,-0.0066443559836834145,0.00853872856768768,-0.002000725512324734
-0.002535928449794167,0.002102950196273711,-0.0026223354547133537,-0.0012282177502265235,0.002141198929935667,0.0002354427121875613
-0.0014960577712127183,0.002406968208482036,-0.002715248019591332,-0.001782634534557169,0.00241824960193266,-0.0009378885181111753
-0.00045451644080374276,0.0031506921531008094,-0.0030374118922439036,-0.002439988252669096,0.0031441151875733326,-0.0018085084317312086
-0.0007452505231615213,0.004216218411623615,-0.0032951131310568044,-0.00359370918084181,0.004303316508516126,-0.0016353834032826373
-3.0934153572026446e-06,-0.0006249272916958997,0.00034023445095662797,-0.0008863030704214792,0.0004778579587860765,0.0015294829631001816
-0.0002777812499990231,-1.3888888310076103e-05,-8.758192142971972e-05,0.00027011291737272854,0.0004074756935787713,0.00024696831640241216
-8.939563604846792e-05,6.281237175799737e-05,-0.0001645252352926769,0.00011096673481679278,-1.9792031017072465e-05,-0.00019456600040823613
-0.00013180795986100194,-7.763112855546154e-05,-0.00016366729568839666,0.00013316506784839298,0.00021976892343602094,0.00017744247554629666
-0.0001261544863920272,0.0039591096588231026,-0.005310947108511099,-0.0011438060322707666,0.003541817106794687,-0.0029398034846334076
-0.0009892390194221612,0.004827329104095063,-0.004731349226439536,-0.0027075502176954203,0.0046239086204950975,-0.002572423282948883
-0.001167348802033222,0.006334024808544515,-0.005378701017498345,-0.004213432863852832,0.006263684538361415,-0.0025535453026863187
-0.0025132653596852887,0.008043522679772763,-0.0053877307995042175,-0.006490427448935243,0.008262572373241975,-0.0013229199899127057
0.001527939111935217,0.002078200315926974,-0.0022502151847056395,0.0004783211528733289,0.002005296104647114,-0.0011087655978764266
0.0006983479630252711,0.0027419814232505866,-0.0025780257606143144,-0.0010018320509810577,0.0027103934972717075,-0.0012194265104471648
-0.0003706698110295908,0.003573493562274081,-0.0031691141853658145,-0.0022173771746355647,0.0033336976749220077,-0.0017709735459463844
-0.00042383003184820467,0.004386713778182202,-0.0037856776148249326,-0.002888901539104202,0.004306589117658504,-0.0016236955489213948
-0.0018790205939603344,0.0007053597216767275,-0.0006141740575248134,0.0010887806721551763,0.0008714503862763956,0.00022241954549667708
-0.0012508451310227426,0.0002139561078169609,-0.000718596127337169,0.0010282566345578806,0.00036599043730224505,0.0005905807037822866
-0.00035744321344455265,0.00010357084788186495,-0.00013213710156215593,0.00033601086990179115,0.00011294910686604487,-0.00026967493122714056
-0.0005266881876815109,9.799905658933418e-05,-0.00037086787985523824,0.00031650167340331674,-9.784415654955885e-05,-0.00024731304652145675
-0.0004668001183927295,0.004355960692092948,-0.0046722243101891825,-0.0007071167306485493,0.0030128131538950664,-0.003720662383174811
-0.00040386689711649184,0.005450481619383311,-0.005095048847746549,-0.002840489366501892,0.004293059317070667,-0.002443277719677623
-0.001421085723812435,0.006476431004777699,-0.005513972504971043,-0.004086036464811696,0.006053600674081815,-0.002400439580000992
-0.0025515065159780427,0.007962949490591585,-0.005676798416602349,-0.006291538865865315,0.008013907179086796,-0.0017512618476591807
-0.0006756090511483848,0.002527218121179528,-0.002143218241101863,-0.0009257441130339217,0.0031569557307417617,-0.0003004338576736987
-0.001137620628190635,0.0030039327046520064,-0.0022373921488433313,-0.0017799656606976022,0.002179696009497251,-0.0020483171679414663
-0.0009290592747960925,0.0037084814534611337,-0.002712842072833042,-0.0021580115620470747,0.003224693023071553,-0.0010778819401460352
-0.0010017910748858962,0.004729910484329933,-0.0033443388347637634,-0.003154474314734514,0.004030103969435661,-0.0018450243719755168
0.0006236047238178388,0.0004228094303879537,-1.1673251042870758e-05,0.0010732690730319572,-0.0008256235472133,-0.0013275219426303608
-0.0005588329102277109,0.00042562206500193375,-4.650386322320917e-05,0.0006132058761537045,0.00013257817177117183,0.0004047429417422224
-3.1015521639072522e-06,0.00033529337354343416,0.00026558372357472174,4.813889260824045e-05,6.387825991275933e-05,0.00047974062241821054
6.56412384301609e-05,6.307871513310628e-05,0.0002632441759583081,7.293279565366792e-05,4.538748935169566e-06,-0.00015426922970214547
0.00015654860653635527,0.004412437347565978,-0.004184379024628482,-0.003021891872165283,0.004278138358761868,-0.0026012984615242374
-0.0009326680371778294,0.005275144598582412,-0.004313524415746555,-0.0028899571537634016,0.005008562049429393,-0.0024132260268242924
-0.001181622015329025,0.006616219110248934,-0.005026554676267455,-0.004039265831641746,0.006519381279303238,-0.0018752178948929935
-0.002493293357121831,0.00790765516953131,-0.005770243052812496,-0.0059735947433142995,0.008502566349560366,-0.0018351584991477558
0.0014791923176465938,0.003233973937170172,-0.002658602701793855,0.002058888682932025,0.0018741652619835847,-0.0017472620953210005
0.0006325199721521654,0.0033507513807914807,-0.002797764649880821,-0.0008194120784954517,0.0028582545502827315,-0.00037600931486007444
0.00018667862638448756,0.003961947017183804,-0.0030131753075007817,-0.0018415093330781396,0.003695149708187303,-0.0016130180581001654
-0.000736687705260878,0.004489664081906957,-0.003848132686854934,-0.002770845754843245,0.004574366336565859,-0.0012850708996750121
0.00031176560141149556,-0.0003059988249613302,-0.0001873034332668111,0.0006133563080976123,0.000261102521815354,-0.0012268326632786097
-0.000557415079146775,-0.00032060392092102106,-4.187730818443974e-05,0.0007751822852570318,0.0003543280289684351,-0.0008353207712567349
8.793022395520949e-05,-0.00022220877335961717,4.939220255910172e-05,0.0002338924070295028,0.00019190993543908137,-0.0003136387826218374
-0.00039831540274134315,-0.0003045443358466328,-0.00013404897330745284,-2.027801889853701e-06,-0.0001170901323107423,-0.00016027976058363117
-0.00022881745347091975,0.005409702283907791,-0.004690251581548899,-0.0014733749546386177,0.005333518076876265,-0.0006853280597254874
-0.001237222463291227,0.005464405402495713,-0.00436250203409489,-0.0033006617696137073,0.005120410247916318,-0.0020224877121203613
-0.0019352459906351355,0.00667905757671054,-0.00504656458021256,-0.004492395894173384,0.006474910962773334,-0.0018040065767015762
-0.0034076015949498877,0.007936674449480798,-0.005415461568879451,-0.006484939064790424,0.008813995705205024,-0.0012473852103938267
-0.0012888775528033247,0.00219860959839913,-0.0014251646273770457,-0.0026884811790764407,0.0023262483133876244,0.0004906718902367158
-0.0012424865257271772,0.002664377749540729,-0.0022128657726926283,-0.0021017054028577625,0.0026077992396992635,-0.00041354328952605514
-0.00025599673879130237,0.003529720460976074,-0.0028124214274314963,-0.002236168801707437,0.0030996480409536953,-0.001226895385617837
-0.0010171568532870243,0.00437885293631034,-0.003507852546850914,-0.0030176131295747846,0.00419292173518826,-0.001682331268465801
0.0015623987500296144,0.00011249993924998983,-0.0004894681479607199,-0.0002856374606147183,-0.0016209926215274284,-0.0019492105017143713
0.0004166269291783209,4.674997748200897e-05,-0.0002878975406467927,0.00015390544829623702,-0.0002516120801463215,-0.00033580496061305333
0.0007137894540511423,0.0001341237758891019,-0.00011124189820489936,3.867711652933663e-05,-0.00026513698644925476,-0.000568516281854963
0.0006572732679306125,0.0001294716955038131,-0.0002212079841925443,0.0006312978617332915,-0.00039006621670313965,-0.0003816071696679349
-0.00013792409024604435,0.004097618264826373,-0.002829439671909323,-0.0024818789259861695,0.004558432734794171,3.895944893084202e-05
-4.4427159019545646e-05,0.005014733581829917,-0.004013095949674373,-0.002632589146561109,0.00521048170140802,-0.0023431739822795303
-0.0003572910715760047,0.006139737916192957,-0.004421104088367378,-0.004418879727261357,0.00669566010259611,-0.0020997382851923557
-0.0022634040237232583,0.007506299768433924,-0.005298588544274791,-0.006176959274804608,0.008588403658316595,-0.001533154849859012
0.0015197808833425364,0.002327694783212366,-0.0017527336797669435,-0.0006825629217666052,0.0017619858503452324,-0.001333913322867919
0.000518260566668828,0.003147025953048074,-0.002471215358213547,-0.0021227081862560146,0.002308370518099475,-0.0011924324635450814
-0.00024329371601080778,0.0038585803226512815,-0.00269768245946485,-0.002619535523579186,0.0030546207485174226,-0.001776400617423124
-0.0008657034865165944,0.004669519403993629,-0.003379637920064717,-0.0031905595953051727,0.004371862773807896,-0.001376147319259432
-0.002189140325528638,0.00044940225853407284,-0.0010024564930898039,0.00230724115149461,0.0006725421137707133,0.002139866711312055
-0.0009735360922629659,0.00026813459689965194,2.4876469273404922e-05,0.0008124344299994165,-0.00014994398583724323,-7.362760616932047e-05
-0.0005381794168130798,0.00029521842016630044,-8.980299684138318e-05,0.0006677404252725117,0.00029032338181340337,0.0003480696330782867
-0.0002639111112335893,0.00014078678720173026,-4.590331955188706e-06,0.0006762500455097754,0.00022920904805735556,-0.0002793477457130322
-0.0023388416266478806,0.004314050705851945,-0.0029307027212578662,-0.002175666079427818,0.003570208635717692,-0.002606072830646511
-0.0010239417176032767,0.005079573589411948,-0.004218719301313234,-0.002629527214803584,0.004447765201246518,-0.0025104826761910034
-0.0013589188040813438,0.006417444672009798,-0.005012770824224562,-0.0041731703886854765,0.006095090509462632,-0.0018948216382735916
-0.0030341624844904868,0.00807729577136654,-0.0056797322545139965,-0.0062986505374999415,0.008309711739784786,-0.0017148594386013087
0.0015261208072270271,0.002158647870463694,-0.002232524551979559,-0.0020939916324375085,0.0019695004359783497,-0.000737082364421493
0.0005679537164429396,0.0026808476885367763,-0.0029239134391672522,-0.0017714834111744644,0.002425701734963691,-0.0012488021155313926
-0.0003761936227372357,0.003180119701071825,-0.0030946818323416914,-0.0023856934417619347,0.0034090716068393583,-0.0010553666652376606
-0.0005661876820746498,0.004451063632834657,-0.003585620818814878,-0.003255742409121275,0.004645387510746568,-0.0011053203674647957
0.0021787167267042773,0.0010582013987745248,0.000911542611923416,-0.00019986694722862186,-0.0005765170542591791,-0.0011104943142964396
-0.00027897431063079244,0.0002545795841859136,0.0002480321640790311,-0.00017788297561173295,-0.0004528796781770748,-0.0010212432493612094
-8.994799760575489e-05,-0.00015224807937344072,2.5360139752073074e-06,0.0004124733063893509,-0.0002986173024390907,-0.0008576618609003526
0.0001972923684949373,-4.4736755912318546e-05,3.407697926543175e-05,0.0003972707511246705,1.6672501518997124e-05,-9.609207952735046e-06
-0.0017105593364818983,0.004277899171619444,-0.004970328995584222,-0.0016719863099382004,0.003585709646293511,-0.0015687639140088416
-0.0004370823822936249,0.005683892075724352,-0.004783435447874234,-0.0031368569073498952,0.004728258270201661,-0.00143079022390771
-0.00140964668651568,0.006532324400608592,-0.004996933754899957,-0.004336603467711935,0.005957727259207604,-0.0025056331804920334
-0.0031186005618276612,0.007732569396779398,-0.005997184356585829,-0.005833296121314282,0.00813773443756004,-0.0014713746094004822
0.0018100031054860133,0.0028709330181853543,-0.0011006711570123173,-0.0032237465051251912,0.0019335483923618724,-0.002481549915188397
-0.00011716236929094749,0.0025293592444625436,-0.0018900235345598653,-0.002384942443509372,0.00225391482962245,-0.0023832966272051438
0.00040288644175188814,0.003361914357658435,-0.0026253161068402553,-0.0026745233401967044,0.003270935374886335,-0.0019362633185019248
-0.0007655861605562899,0.0043884709173613425,-0.003738775111833842,-0.0029021879313128576,0.004347632694466933,-0.0015597170444329937
-1.104126484685608e-06,-0.00037427907854874936,-0.0008145186132894888,0.0002483043792939066,0.0002965069787162766,0.0005505026513877298
-0.00041792012946283304,-0.0002638849195781043,-0.0005856360534896762,0.0006233545019668835,0.00018406694240561775,0.0005354793851355647
-0.0004465630167930858,-6.894625379244047e-05,7.262002237250011e-05,-0.0001642815606328618,5.995736619194915e-05,6.84920675711068e-05
-0.0002633087154994171,-6.284186394980738e-05,-0.00014425822917578306,6.828507579849155e-05,1.84483985799832e-05,0.00021763616987819688
-0.0026023530818805596,0.003530411548477293,-0.002502177497670788,-0.0041381707415744096,0.005126132726886168,-0.0005862784690849332
-0.0006029209428536229,0.005081537994758196,-0.004322147611433384,-0.0032481182192727826,0.0048928101321297586,-0.0015016071876514411
-0.0014639491834492599,0.006173016534675934,-0.004808769769342509,-0.0047167073437826,0.006376163090831911,-0.0020598549652540393
-0.002385210123903142,0.00784556221081298,-0.0051346867065543995,-0.006661502474456691,0.008499025704786538,-0.001426679314109628
-0.0003441935249454131,0.00200995521158769,-0.001146384291016156,-0.002883097301460691,0.0006718289321354376,-0.0025220299051179063
-0.00032693737544072415,0.0032589444106266934,-0.002543067531131834,-0.0025258346302816895,0.0016624024091024506,-0.002116042041231145
-0.0011172461341793902,0.0037434202027372024,-0.0029914476708724014,-0.00240647734886325,0.0032508549738053233,-0.0015540808654084565
-0.001241509312296794,0.004814770887110649,-0.003806670750625568,-0.0029915947199287084,0.004376045191853928,-0.001497745742550472
-0.0006253522184113125,0.00020718710081893985,0.00021507968856609994,0.0015590206902532655,0.0007682682541289287,-7.803929902988616e-05
0.000274015519385884,0.0004560209740577612,0.00048711445167153803,0.0004330961277110301,9.422190086174866e-05,-0.0010096071981367959
0.0006226393884942569,0.0002932373312754965,-1.9978302082113153e-05,0.0005022154647823676,6.930002715030812e-05,-0.0008572634193824781
-6.739896125271699e-05,0.0002037283654002473,0.0002473103139989152,6.411633936787593e-05,-5.165319805284551e-05,-0.000500134151271732
-0.0014058449976234177,0.004399878852448715,-0.0032525717963138856,-0.0023898103682779004,0.00439843386318417,-0.0012722816803908965
-0.0014464710409445303,0.0050591799258097574,-0.004549408866322269,-0.0023667281701728665,0.005017082715796311,-0.0015353889514266614
-0.0016389281273787581,0.00613126464520902,-0.004626893827436307,-0.00413368786227846,0.006201493602883591,-0.0018274659129013937
-0.0028326150850743748,0.007789550549111425,-0.005723760276855967,-0.005931271077785905,0.008126966432119466,-0.0013533678852712132
-0.002236441769956632,0.0024417991148075495,-0.0019335547196581981,-0.0019017251011999026,0.0017435651438156563,-0.0016783407921494575
-0.0004058340370982627,0.0026641768378652024,-0.002887315011846112,-0.0017400879508472971,0.0027898736846693195,-0.00034493860935779093
